512129350612386289288753998528349918006698676665,109021574778647052667064748494933130503295830372,338511811075601853206550521643936121208106927090,1415821221623963719413415453263690387336440359920,5,114,128,10010,10000010000000,19
1297546936856186842956297737916881441065450776180,1252363685729383557621524218741408661590709967526,1149119573212046336279301839831042123469070827985,1415821221623963719413415453263690387336440359920,7,10,20,1010001,1010001000,17
150915027209309787215421276213323950985535881107,30607178224382957445744322456677129386184263928,1152170185035872173647691331322742359453999502785,1415821221623963719413415453263690387336440359920,7,74,83,1000001,110001000,16
733692495279799456502759315976585414986696607547,1048801109947977199458506348081925414130876530110,1014093547987751496414717020807972191533880722896,1415821221623963719413415453263690387336440359920,5,89,100,10000,10010001000,16
113071023736466450787962726396577523792065157435,326713554018225629976615112595162901719873895337,1098605675030683490178882463331916188526380323044,1415821221623963719413415453263690387336440359920,3,90,103,100,1100010001000,16
1297546936856186842956297737916881441065450776180,1252363685729383557621524218741408661590709967526,1149119573212046336279301839831042123469070827985,1415821221623963719413415453263690387336440359920,7,105,114,1010001,100000000,16
1297546936856186842956297737916881441065450776180,1252363685729383557621524218741408661590709967526,1149119573212046336279301839831042123469070827985,1415821221623963719413415453263690387336440359920,7,39,48,1010001,100000000,16
1297546936856186842956297737916881441065450776180,1252363685729383557621524218741408661590709967526,1149119573212046336279301839831042123469070827985,1415821221623963719413415453263690387336440359920,7,57,66,1010001,100001000,16
1026782929165075195988358418138564891877135011193,847175529250500369583420099829196714602566074600,335971303295127674993266123060727787070098254273,1415821221623963719413415453263690387336440359920,7,79,88,1000001,110001000,16
1264834183780449591456081902906583250357479542446,191999184225249830598270043815866072384592894935,528732982010671614404391529372716796567094148800,1415821221623963719413415453263690387336440359920,7,94,102,1000000,10000000,15
733692495279799456502759315976585414986696607547,1048801109947977199458506348081925414130876530110,1014093547987751496414717020807972191533880722896,1415821221623963719413415453263690387336440359920,5,121,131,10000,1000001000,15
112805309686202550892124868264843200098413091031,773994230931072950694233005756311186827349877743,703465165164361386306962408718859454427185599285,1415821221623963719413415453263690387336440359920,1,48,62,1,10000010001000,15
1031276971654082036932045782671728691074285849629,1267283965711807012445438315476381341747219276871,681644594265758265167667114392452133596817156220,1415821221623963719413415453263690387336440359920,4,124,135,1100,10000000000,15
368730784585578043316908678652461681590784513940,637100114613679497650148730763607434058012463187,439375250596926706025366733882937098181979394401,1415821221623963719413415453263690387336440359920,6,123,132,100001,100001000,15
714822792480350063072217120814330884629574482132,383773942081989760175887952535679806004664850836,591435319680833842418311585714224808505237356419,1415821221623963719413415453263690387336440359920,1,119,133,1,10000010000000,15
179091249764824955305206496705816041015486996539,698547054527961521620003381183072397408834893965,31268634809641681745589651416543361352666134881,1415821221623963719413415453263690387336440359920,6,132,140,100001,10001000,14
939054462437721378350833551939448531964337575588,957628619996962036539569140386204442929586165621,250641711019077401008176864829934700193222357115,1415821221623963719413415453263690387336440359920,1,70,83,1,1100010001000,14
179091249764824955305206496705816041015486996539,698547054527961521620003381183072397408834893965,31268634809641681745589651416543361352666134881,1415821221623963719413415453263690387336440359920,6,65,73,100001,10001000,14
1288002934692792308297520105002130186013272789580,754661562000796869513266808951970302107737819681,520014034589713867006664438259364179941273477680,1415821221623963719413415453263690387336440359920,5,118,127,10000,110000000,14
150915027209309787215421276213323950985535881107,30607178224382957445744322456677129386184263928,1152170185035872173647691331322742359453999502785,1415821221623963719413415453263690387336440359920,7,126,133,1000001,1001000,14
465060707641302839077672856605541072188059220250,1311704215214277120069020821576117986631747008959,405940469951599694441869104012453363144105941391,1415821221623963719413415453263690387336440359920,1,121,134,1,1100000000000,14
1124077631168054782182926706039014467583214191801,1037807442812530281445936032524669957574792155474,747120969894426930581728951794887997297940908359,1415821221623963719413415453263690387336440359920,1,126,139,1,1000010000000,14
1018428735934061407131168855918916726137802359115,1088420497174947304808374693528848591225380072139,695962729700551241245869666917171690350179608840,1415821221623963719413415453263690387336440359920,4,18,28,1000,1000001000,14
